"date,""2023-03-20 11:58:35.018819"",""U min:"",""-5.0"",""['U max:', 5.0]"",""['I min:', -10.0]"",""['I max:', 10.0]"",""['Step:', 5.0]"",""['Sample Average:', 10.0]"""
"UI Measure,""Voltage [V]"",""Current [A]"""
"0.018118,""-1e-06"""
"0.024002,""-3e-06"""
"0.026208,""-4e-06"""
"0.031356,""-1e-06"""
"0.036136,""-1e-06"""
"0.042018,""-4e-06"""
"0.047533,""-3e-06"""
"0.053416,""-1e-06"""
"0.057461,""-2e-06"""
"0.062608,""-4e-06"""
"0.065182,""-3e-06"""
"0.070697,""-1e-06"""
"0.07658,""-2e-06"""
"0.083933,""-4e-06"""
"0.086139,""-3e-06"""
"0.09239,""-1e-06"""
"0.095331,""-2e-06"""
"0.097538,""-3e-06"""
"0.100847,""-2e-06"""
"0.107833,""-0.0"""
"0.111877,""-2e-06"""
"0.115922,""-2e-06"""
"0.120334,""-1e-06"""
"0.125114,""1e-06"""
"0.132835,""-0.0"""
"0.136879,""-1e-06"""
"0.141659,""1e-06"""
"0.146806,""3e-06"""
"0.153424,""2e-06"""
"0.157469,""2e-06"""
"0.16519,""5e-06"""
"0.168131,""7e-06"""
"0.172177,""7e-06"""
"0.179898,""8e-06"""
"0.183207,""1.3e-05"""
"0.186516,""1.7e-05"""
"0.192767,""1.9e-05"""
"0.196811,""2.3e-05"""
"0.202326,""3e-05"""
"0.210047,""3.8e-05"""
"0.215195,""4.4e-05"""
"0.219607,""5.4e-05"""
"0.224019,""6.8e-05"""
"0.224019,""8.2e-05"""
"0.232843,""9.6e-05"""
"0.238358,""0.000119"""
"0.244976,""0.000146"""
"0.249389,""0.000174"""
"0.252331,""0.000207"""
"0.257478,""0.000251"""
"0.262993,""0.000304"""
"0.268508,""0.00036"""
"0.274391,""0.000426"""
"0.278068,""0.000518"""
"0.282112,""0.000619"""
"0.285789,""0.000739"""
"0.294981,""0.000873"""
"0.300864,""0.001047"""
"0.304173,""0.001231"""
"0.307482,""0.001431"""
"0.314835,""0.001664"""
"0.321086,""0.001979"""
"0.325867,""0.0023"""
"0.32844,""0.002614"""
"0.333588,""0.003025"""
"0.338735,""0.003523"""
"0.345353,""0.004048"""
"0.347559,""0.004582"""
"0.35381,""0.005225"""
"0.356383,""0.005999"""
"0.363002,""0.006788"""
"0.367046,""0.007691"""
"0.374032,""0.00868"""
"0.377341,""0.009868"""
"0.385797,""0.011104"""
"0.389106,""0.012382"""
"0.394621,""0.013816"""
"0.39977,""0.015552"""
"0.403814,""0.017352"""
"0.408962,""0.019265"""
"0.415212,""0.021393"""
"0.417786,""0.023845"""
"0.423669,""0.026434"""
"0.430655,""0.028987"""
"0.432861,""0.031945"""
"0.438008,""0.035529"""
"0.44242,""0.038966"""
"0.449038,""0.04303"""
"0.457495,""0.047177"""
"0.454921,""0.047114"""
"0.458965,""0.05196"""
"0.462274,""0.056744"""
"0.471099,""0.061727"""
"0.474409,""0.06725"""
"0.478086,""0.073681"""
"0.486174,""0.080166"""
"0.488748,""0.087276"""
"0.494999,""0.094601"""
"0.500146,""0.103142"""
"0.506396,""0.11171"""
"0.509705,""0.120247"""
"0.515221,""0.129516"""
"0.520368,""0.140443"""
"0.525515,""0.151084"""
"0.528824,""0.163181"""
"0.535075,""0.175447"""
"0.540222,""0.189192"""
"0.543531,""0.202774"""
"0.550886,""0.215947"""
"0.558607,""0.230572"""
"0.556769,""0.247664"""
"0.564858,""0.26424"""
"0.568902,""0.280424"""
"0.575888,""0.299045"""
"0.581403,""0.31966"""
"0.583977,""0.339774"""
"0.590227,""0.359181"""
"0.595374,""0.38056"""
"0.597948,""0.405615"""
"0.607875,""0.42936"""
"0.610081,""0.456615"""
"0.614493,""0.483126"""
"0.621479,""0.513908"""
"0.625525,""0.543029"""
"0.629937,""0.570977"""
"0.635084,""0.602747"""
"0.639864,""0.63968"""
"0.645747,""0.674632"""
"0.649056,""0.689715"""
"0.651997,""0.72695"""
"0.656777,""0.770038"""
"0.664498,""0.812489"""
"0.668175,""0.855487"""
"0.672219,""0.902492"""
"0.676264,""0.955486"""
"0.682146,""1.006805"""
"0.688397,""1.062842"""
"0.692074,""1.119568"""
"0.697221,""1.183856"""
"0.702002,""1.248041"""
"0.707517,""1.313618"""
"0.713768,""1.383225"""
"0.717077,""1.466917"""
"0.723695,""1.546607"""
"0.726268,""1.630537"""
"0.732886,""1.71834"""
"0.735828,""1.818256"""
"0.742446,""1.919349"""
"0.747593,""2.015913"""
"0.752006,""2.126861"""
"0.758624,""2.254923"""
"0.762668,""2.377114"""
"0.767815,""2.516304"""
"0.774067,""2.653332"""
"0.777008,""2.814809"""
"0.783627,""2.968685"""
"0.787671,""3.120422"""
"0.793186,""3.29221"""
"0.797598,""3.490824"""
"0.802746,""3.680278"""
"0.809364,""3.879513"""
"0.810834,""3.878755"""
"0.818188,""4.084839"""
"0.81782,""4.317765"""
"0.823703,""4.548286"""
"0.828483,""4.779899"""
"0.833998,""5.027514"""
"0.836204,""5.310147"""
"0.841719,""5.587976"""
"0.850544,""5.899373"""
"0.853486,""6.202017"""
"0.85753,""6.544506"""
"0.863413,""6.866633"""
"0.867825,""7.185406"""
"0.87334,""7.534443"""
"0.880693,""7.925585"""
"0.881796,""8.27704"""
"0.889885,""8.655176"""
"0.892459,""9.061306"""
"0.896503,""9.503148"""
"0.901651,""9.938621"""
"0.908637,""10.368079"""
"0.014442,""-3e-06"""
"0.009294,""-3e-06"""
"0.00525,""-2e-06"""
"0.000838,""-3e-06"""
"-0.009089,""-3e-06"""
"-0.010928,""-2e-06"""
"-0.015707,""-3e-06"""
"-0.019384,""-4e-06"""
"-0.024899,""-2e-06"""
"-0.030414,""-2e-06"""
"-0.034459,""-4e-06"""
"-0.039974,""-3e-06"""
"-0.044386,""-2e-06"""
"-0.049533,""-4e-06"""
"-0.053945,""-3e-06"""
"-0.060197,""-2e-06"""
"-0.064241,""-3e-06"""
"-0.073066,""-4e-06"""
"-0.073066,""-2e-06"""
"-0.080787,""-3e-06"""
"-0.084464,""-4e-06"""
"-0.090714,""-3e-06"""
"-0.095494,""-2e-06"""
"-0.099538,""-4e-06"""
"-0.104686,""-3e-06"""
"-0.109465,""-2e-06"""
"-0.116451,""-3e-06"""
"-0.120128,""-3e-06"""
"-0.125643,""-2e-06"""
"-0.131527,""-3e-06"""
"-0.13888,""-4e-06"""
"-0.141454,""-2e-06"""
"-0.14366,""-2e-06"""
"-0.151381,""-4e-06"""
"-0.155426,""-3e-06"""
"-0.161308,""-2e-06"""
"-0.16572,""-4e-06"""
"-0.167191,""-3e-06"""
"-0.177854,""-2e-06"""
"-0.186678,""-3e-06"""
"-0.187045,""-3e-06"""
"-0.191825,""-2e-06"""
"-0.197708,""-3e-06"""
"-0.201017,""-4e-06"""
"-0.20543,""-2e-06"""
"-0.210945,""-2e-06"""
"-0.21646,""-4e-06"""
"-0.22124,""-3e-06"""
"-0.226388,""-2e-06"""
"-0.231167,""-4e-06"""
"-0.23705,""-3e-06"""
"-0.242933,""-2e-06"""
"-0.244404,""-3e-06"""
"-0.251022,""-4e-06"""
"-0.255801,""-2e-06"""
"-0.261317,""-3e-06"""
"-0.260949,""-4e-06"""
"-0.264626,""-3e-06"""
"-0.271611,""-2e-06"""
"-0.280437,""-4e-06"""
"-0.282643,""-3e-06"""
"-0.287055,""-2e-06"""
"-0.293673,""-3e-06"""
"-0.298453,""-3e-06"""
"-0.3036,""-2e-06"""
"-0.304703,""-3e-06"""
"-0.312792,""-4e-06"""
"-0.317204,""-2e-06"""
"0.326028,""-4e-06"""
